Student_ID,Age,Gender,Parental_Education,Study_Hours_Per_Week,Attendance_Rate,Past_Exam_Score,Internal_Assessment_Score,Assignment_Completion_Rate,Tutoring_Classes,Internet_Access,Extracurricular_Activities,Sleep_Hours_Per_Day,Final_Score,Performance_Category,Passed,Attendance_Group,Study_Hours_Group,Risk_Level,Grade_Point
STU1459,18,Male,High School,10.6,93.2,68.5,27.7,76.5,No,Yes,No,6.1,63.2,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,6.32
STU1460,18,Male,Master,26.4,72.8,48.8,17.9,70.7,Yes,Yes,Yes,5.5,64.2,Pass,Yes,Moderate (65-75%),High (>16 hrs),Moderate Risk,6.42
STU1461,18,Female,High School,16.5,92.1,71.6,33.6,90.7,No,Yes,No,8.6,73.7,Merit,Yes,Excellent (>85%),High (>16 hrs),Low Risk,7.37
STU1462,20,Male,Bachelor,5.6,86.6,98.0,42.0,72.6,No,Yes,No,5.4,76.1,Merit,Yes,Excellent (>85%),Low (<8 hrs),Low Risk,7.61
STU1463,20,Female,Bachelor,15.5,71.2,80.5,28.3,61.2,No,Yes,Yes,8.0,69.5,Merit,Yes,Moderate (65-75%),Medium (8-16 hrs),Low Risk,6.95
STU1464,19,Male,Bachelor,17.5,87.2,63.5,24.2,74.1,Yes,Yes,Yes,5.4,63.0,Pass,Yes,Excellent (>85%),High (>16 hrs),Moderate Risk,6.3
STU1465,22,Female,High School,19.7,82.0,79.7,34.8,82.7,No,Yes,No,7.8,74.3,Merit,Yes,Good (75-85%),High (>16 hrs),Low Risk,7.43
STU1466,19,Female,Master,30.9,91.3,52.0,23.6,88.4,No,Yes,Yes,8.1,69.3,Merit,Yes,Excellent (>85%),High (>16 hrs),Low Risk,6.93
STU1467,19,Male,Master,9.7,80.3,54.3,24.7,77.5,No,Yes,No,8.3,57.1,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,5.71
STU1468,21,Female,Bachelor,31.0,85.4,63.9,35.8,79.1,No,Yes,No,5.9,77.1,Merit,Yes,Excellent (>85%),High (>16 hrs),Low Risk,7.71
STU1469,18,Male,Diploma,12.9,52.7,66.2,29.1,64.7,Yes,Yes,No,7.2,60.3,Pass,Yes,Critical (<65%),Medium (8-16 hrs),High Risk,6.03
STU1470,22,Female,High School,8.5,91.2,46.9,22.1,89.2,No,Yes,Yes,6.3,62.0,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,6.2
STU1471,18,Male,Bachelor,9.8,81.4,60.7,21.6,83.2,Yes,No,Yes,6.0,57.1,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,5.71
STU1472,22,Female,Diploma,17.0,87.1,63.0,28.2,87.2,No,Yes,No,7.0,62.7,Pass,Yes,Excellent (>85%),High (>16 hrs),Moderate Risk,6.27
STU1473,18,Female,Bachelor,7.8,66.2,86.6,40.1,69.2,Yes,Yes,No,7.9,78.5,Merit,Yes,Moderate (65-75%),Low (<8 hrs),Low Risk,7.85
STU1474,21,Female,Diploma,10.7,91.7,46.9,16.3,83.4,No,Yes,Yes,6.3,52.1,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,5.21
STU1475,19,Female,Bachelor,15.3,58.3,45.6,17.3,68.1,Yes,No,No,7.4,44.6,At-Risk,No,Critical (<65%),Medium (8-16 hrs),High Risk,4.46
STU1476,23,Male,High School,26.3,74.7,67.5,32.1,80.8,Yes,Yes,Yes,6.0,74.4,Merit,Yes,Moderate (65-75%),High (>16 hrs),Low Risk,7.44
STU1477,18,Male,High School,19.4,92.5,81.1,34.6,75.2,Yes,Yes,Yes,5.9,83.0,Distinction,Yes,Excellent (>85%),High (>16 hrs),Low Risk,8.3
STU1478,19,Male,High School,13.1,90.5,72.7,32.4,74.4,No,Yes,No,6.6,71.6,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,7.16
STU1479,22,Male,High School,16.9,64.1,69.2,33.0,74.0,No,Yes,Yes,6.7,63.0,Pass,Yes,Critical (<65%),High (>16 hrs),Moderate Risk,6.3
STU1480,19,Female,Bachelor,14.5,73.5,61.0,34.6,67.0,No,Yes,Yes,7.7,65.6,Merit,Yes,Moderate (65-75%),Medium (8-16 hrs),Low Risk,6.56
STU1481,20,Male,Bachelor,6.6,84.4,74.5,32.7,86.5,Yes,Yes,Yes,5.6,71.6,Merit,Yes,Good (75-85%),Low (<8 hrs),Low Risk,7.16
STU1482,20,Female,Bachelor,28.6,95.7,76.6,40.7,84.8,No,Yes,No,9.4,84.0,Distinction,Yes,Excellent (>85%),High (>16 hrs),Low Risk,8.4
STU1483,19,Female,Bachelor,26.5,91.5,61.4,20.8,76.4,No,Yes,Yes,5.0,60.9,Pass,Yes,Excellent (>85%),High (>16 hrs),Moderate Risk,6.09
STU1484,20,Female,Bachelor,12.3,86.4,51.7,23.8,72.1,Yes,Yes,No,7.3,63.0,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,6.3
STU1485,19,Male,Diploma,10.0,81.0,51.8,22.1,69.8,No,Yes,No,6.7,55.8,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,5.58
STU1486,21,Female,Diploma,6.6,56.5,77.3,32.9,54.5,No,Yes,No,6.3,57.2,Pass,Yes,Critical (<65%),Low (<8 hrs),High Risk,5.72
STU1487,18,Female,Diploma,17.5,53.1,43.4,21.8,56.9,Yes,No,Yes,6.8,47.2,At-Risk,No,Critical (<65%),High (>16 hrs),High Risk,4.72
STU1488,19,Male,Bachelor,17.5,71.3,88.5,39.1,73.9,Yes,Yes,No,7.7,79.4,Merit,Yes,Moderate (65-75%),High (>16 hrs),Low Risk,7.94
STU1489,22,Female,High School,8.2,72.6,58.6,19.3,80.5,No,Yes,Yes,7.9,57.9,Pass,Yes,Moderate (65-75%),Medium (8-16 hrs),Moderate Risk,5.79
STU1490,21,Female,High School,14.6,71.2,69.3,25.6,68.7,Yes,Yes,No,6.8,65.1,Merit,Yes,Moderate (65-75%),Medium (8-16 hrs),Low Risk,6.51
STU1491,19,Male,Bachelor,19.2,62.2,74.8,36.2,63.9,No,No,Yes,7.4,63.4,Pass,Yes,Critical (<65%),High (>16 hrs),Moderate Risk,6.34
STU1492,20,Male,Master,9.7,46.3,55.4,19.2,52.8,No,Yes,Yes,5.5,47.9,At-Risk,No,Critical (<65%),Medium (8-16 hrs),High Risk,4.79
STU1493,19,Male,Bachelor,11.6,63.3,58.6,29.0,65.1,No,Yes,No,6.8,58.2,Pass,Yes,Critical (<65%),Medium (8-16 hrs),Moderate Risk,5.82
STU1494,18,Male,Bachelor,11.5,99.2,66.8,30.5,89.8,No,Yes,Yes,7.4,70.5,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,7.05
STU1495,19,Male,Bachelor,8.5,86.4,53.0,23.3,70.7,Yes,Yes,Yes,4.5,59.6,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,5.96
STU1496,19,Male,Diploma,11.7,52.8,50.1,22.3,47.0,No,Yes,Yes,7.1,51.0,Pass,Yes,Critical (<65%),Medium (8-16 hrs),High Risk,5.1
STU1497,19,Male,Bachelor,5.0,94.5,51.3,24.9,78.1,Yes,Yes,No,6.8,59.7,Pass,Yes,Excellent (>85%),Low (<8 hrs),Moderate Risk,5.97
STU1498,18,Male,Bachelor,11.2,63.3,81.9,32.7,56.3,No,Yes,Yes,8.4,69.2,Merit,Yes,Critical (<65%),Medium (8-16 hrs),Low Risk,6.92
STU1499,22,Female,High School,11.3,58.6,70.6,31.9,65.1,No,Yes,Yes,7.2,63.0,Pass,Yes,Critical (<65%),Medium (8-16 hrs),High Risk,6.3
STU1500,23,Female,Diploma,12.4,40.0,53.9,20.3,45.0,No,Yes,Yes,7.5,45.4,At-Risk,No,Critical (<65%),Medium (8-16 hrs),High Risk,4.54
STU1501,20,Female,High School,16.3,93.3,77.2,35.3,93.2,No,Yes,No,6.7,70.9,Merit,Yes,Excellent (>85%),High (>16 hrs),Low Risk,7.09
STU1502,19,Male,Diploma,6.3,89.2,54.7,26.9,91.0,No,Yes,Yes,7.7,61.3,Pass,Yes,Excellent (>85%),Low (<8 hrs),Moderate Risk,6.13
STU1503,19,Male,Master,7.0,81.5,37.7,17.5,86.6,Yes,Yes,Yes,7.6,53.8,Pass,Yes,Good (75-85%),Low (<8 hrs),Moderate Risk,5.38
STU1504,20,Male,Diploma,8.3,92.3,74.8,35.8,93.4,No,Yes,Yes,5.6,74.1,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,7.41
STU1505,20,Male,Diploma,6.0,69.0,88.0,37.1,63.7,Yes,Yes,Yes,7.3,74.4,Merit,Yes,Moderate (65-75%),Low (<8 hrs),Low Risk,7.44
STU1506,18,Male,Bachelor,17.2,73.2,72.8,32.5,71.4,No,Yes,No,8.3,72.6,Merit,Yes,Moderate (65-75%),High (>16 hrs),Low Risk,7.26
STU1507,21,Female,Diploma,9.4,84.1,38.6,16.5,72.4,Yes,Yes,No,8.1,49.6,At-Risk,No,Good (75-85%),Medium (8-16 hrs),High Risk,4.96
STU1508,21,Male,Bachelor,12.6,84.8,64.7,28.1,85.5,No,Yes,No,7.0,72.4,Merit,Yes,Good (75-85%),Medium (8-16 hrs),Low Risk,7.24
STU1509,22,Female,Bachelor,7.9,72.6,61.2,24.7,78.6,Yes,Yes,Yes,7.4,64.7,Pass,Yes,Moderate (65-75%),Low (<8 hrs),Moderate Risk,6.47
STU1510,20,Female,Diploma,10.6,93.8,70.3,30.1,92.7,No,Yes,No,8.0,71.4,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,7.14
STU1511,20,Male,Bachelor,15.0,69.3,53.1,20.0,67.2,No,Yes,Yes,5.7,60.5,Pass,Yes,Moderate (65-75%),Medium (8-16 hrs),Moderate Risk,6.05
STU1512,19,Male,High School,15.3,95.6,60.3,21.2,92.1,No,Yes,No,7.5,64.2,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,6.42
STU1513,21,Female,High School,7.2,90.5,45.1,17.8,75.3,Yes,No,Yes,4.8,49.6,At-Risk,No,Excellent (>85%),Low (<8 hrs),High Risk,4.96
STU1514,21,Male,Diploma,12.3,90.8,68.1,32.8,74.4,No,No,No,7.9,64.6,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,6.46
STU1515,18,Male,Diploma,8.0,49.2,45.6,21.3,59.5,Yes,Yes,Yes,6.6,51.3,Pass,Yes,Critical (<65%),Low (<8 hrs),High Risk,5.13
STU1516,18,Female,Master,12.1,65.8,71.1,27.6,64.6,No,Yes,Yes,6.9,66.3,Merit,Yes,Moderate (65-75%),Medium (8-16 hrs),Low Risk,6.63
STU1517,19,Male,Master,9.0,64.6,54.5,23.1,75.1,Yes,Yes,No,6.4,62.0,Pass,Yes,Critical (<65%),Medium (8-16 hrs),Moderate Risk,6.2
STU1518,20,Female,Bachelor,29.4,72.1,30.0,15.9,62.4,No,Yes,No,7.0,46.8,At-Risk,No,Moderate (65-75%),High (>16 hrs),High Risk,4.68
STU1519,23,Female,Diploma,19.1,82.4,76.1,32.7,84.8,Yes,Yes,No,7.3,74.5,Merit,Yes,Good (75-85%),High (>16 hrs),Low Risk,7.45
STU1520,18,Male,Master,15.7,63.5,71.9,27.4,64.0,No,Yes,No,7.8,67.2,Merit,Yes,Critical (<65%),Medium (8-16 hrs),Low Risk,6.72
STU1521,19,Male,Bachelor,11.1,61.4,83.9,45.7,69.5,No,No,No,8.4,71.0,Merit,Yes,Critical (<65%),Medium (8-16 hrs),Low Risk,7.1
STU1522,19,Male,Diploma,19.4,71.9,35.7,15.5,76.7,Yes,Yes,Yes,7.1,52.7,Pass,Yes,Moderate (65-75%),High (>16 hrs),Moderate Risk,5.27
STU1523,22,Male,Bachelor,12.5,65.7,55.8,21.0,74.3,No,Yes,No,5.2,52.0,Pass,Yes,Moderate (65-75%),Medium (8-16 hrs),Moderate Risk,5.2
STU1524,21,Male,High School,28.0,81.2,66.8,30.7,72.8,No,Yes,No,8.4,66.7,Merit,Yes,Good (75-85%),High (>16 hrs),Low Risk,6.67
STU1525,21,Female,High School,20.3,40.0,73.0,32.6,57.0,Yes,Yes,No,5.4,61.9,Pass,Yes,Critical (<65%),High (>16 hrs),High Risk,6.19
STU1526,19,Male,Bachelor,10.5,87.6,44.5,14.6,74.4,No,Yes,Yes,6.5,53.3,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,5.33
STU1527,19,Male,Bachelor,26.4,84.2,71.0,32.3,70.6,No,Yes,No,6.5,73.7,Merit,Yes,Good (75-85%),High (>16 hrs),Low Risk,7.37
STU1528,19,Female,Diploma,11.1,77.3,57.0,29.1,72.7,Yes,Yes,No,7.0,63.2,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,6.32
STU1529,18,Female,Diploma,30.3,84.6,39.0,16.7,85.8,No,Yes,Yes,5.6,58.7,Pass,Yes,Good (75-85%),High (>16 hrs),Moderate Risk,5.87
STU1530,21,Female,Master,27.1,88.2,54.5,17.3,81.2,Yes,Yes,Yes,5.6,66.6,Merit,Yes,Excellent (>85%),High (>16 hrs),Low Risk,6.66
STU1531,20,Male,Bachelor,14.9,85.6,72.2,33.7,86.5,Yes,Yes,Yes,7.0,74.5,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,7.45
STU1532,23,Female,Diploma,5.1,91.0,39.6,19.9,88.3,No,Yes,No,6.1,57.9,Pass,Yes,Excellent (>85%),Low (<8 hrs),Moderate Risk,5.79
STU1533,23,Female,High School,14.3,76.9,73.9,31.2,68.0,No,Yes,Yes,8.5,61.5,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,6.15
STU1534,19,Male,Diploma,6.8,76.6,69.0,29.0,82.6,No,Yes,Yes,6.4,58.0,Pass,Yes,Good (75-85%),Low (<8 hrs),Moderate Risk,5.8
STU1535,20,Male,Master,9.2,65.9,61.4,35.5,57.3,No,No,Yes,5.9,60.5,Pass,Yes,Moderate (65-75%),Medium (8-16 hrs),Moderate Risk,6.05
STU1536,22,Female,Diploma,9.5,40.0,42.1,16.6,56.0,No,Yes,No,8.8,36.6,At-Risk,No,Critical (<65%),Medium (8-16 hrs),High Risk,3.66
STU1537,21,Male,Diploma,6.8,92.5,43.2,15.5,80.8,No,Yes,Yes,7.5,45.5,At-Risk,No,Excellent (>85%),Low (<8 hrs),High Risk,4.55
STU1538,18,Male,Diploma,14.4,67.1,59.4,26.8,67.0,Yes,Yes,Yes,10.0,60.4,Pass,Yes,Moderate (65-75%),Medium (8-16 hrs),Moderate Risk,6.04
STU1539,19,Male,Master,8.6,90.3,49.3,24.2,81.7,No,Yes,No,4.9,59.3,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,5.93
STU1540,18,Male,Bachelor,11.3,73.3,60.3,29.0,64.7,No,No,No,7.2,52.3,Pass,Yes,Moderate (65-75%),Medium (8-16 hrs),Moderate Risk,5.23
STU1541,22,Female,Bachelor,9.6,91.7,77.7,26.3,81.4,Yes,Yes,Yes,7.5,66.8,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,6.68
STU1542,20,Female,Diploma,16.4,69.0,61.2,25.2,62.2,No,Yes,No,7.0,55.1,Pass,Yes,Moderate (65-75%),High (>16 hrs),Moderate Risk,5.51
STU1543,18,Female,High School,15.8,86.9,60.8,31.4,74.9,Yes,Yes,No,6.6,67.2,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,6.72
STU1544,20,Male,Master,10.9,78.6,60.8,28.5,68.8,No,Yes,Yes,8.4,68.6,Merit,Yes,Good (75-85%),Medium (8-16 hrs),Low Risk,6.86
STU1545,20,Male,Master,16.8,71.5,79.2,31.3,69.8,No,Yes,Yes,7.5,68.9,Merit,Yes,Moderate (65-75%),High (>16 hrs),Low Risk,6.89
STU1546,19,Male,Master,23.0,70.9,83.1,41.7,75.6,No,Yes,No,5.1,77.2,Merit,Yes,Moderate (65-75%),High (>16 hrs),Low Risk,7.72
STU1547,18,Male,Master,3.3,60.9,70.9,35.3,64.0,Yes,Yes,Yes,6.0,68.3,Merit,Yes,Critical (<65%),Low (<8 hrs),Low Risk,6.83
STU1548,20,Male,Bachelor,9.3,78.1,66.9,29.1,82.5,No,No,Yes,5.7,63.8,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,6.38
STU1549,19,Female,Bachelor,7.5,85.7,68.2,33.8,82.7,Yes,Yes,No,6.9,69.7,Merit,Yes,Excellent (>85%),Low (<8 hrs),Low Risk,6.97
STU1550,20,Male,Bachelor,8.9,97.2,85.0,45.2,91.8,No,Yes,No,8.0,82.2,Distinction,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,8.22
STU1551,19,Female,Bachelor,2.9,68.7,71.7,28.6,71.4,No,No,No,6.6,55.3,Pass,Yes,Moderate (65-75%),Low (<8 hrs),Moderate Risk,5.53
STU1552,21,Male,High School,3.2,60.3,86.3,40.8,61.2,No,Yes,Yes,6.7,68.6,Merit,Yes,Critical (<65%),Low (<8 hrs),Low Risk,6.86
STU1553,19,Male,Diploma,2.0,51.7,59.1,33.5,60.0,No,Yes,No,5.9,57.5,Pass,Yes,Critical (<65%),Low (<8 hrs),High Risk,5.75
STU1554,19,Male,Master,9.8,58.3,46.3,23.1,52.2,No,Yes,Yes,7.8,56.8,Pass,Yes,Critical (<65%),Medium (8-16 hrs),High Risk,5.68
STU1555,21,Female,Diploma,9.6,77.6,55.6,22.4,81.5,Yes,Yes,No,8.4,58.9,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,5.89
STU1556,19,Female,Bachelor,24.6,73.4,57.1,26.5,76.9,Yes,Yes,No,7.0,68.1,Merit,Yes,Moderate (65-75%),High (>16 hrs),Low Risk,6.81
STU1557,18,Female,High School,13.8,81.8,87.5,44.2,72.2,No,Yes,No,8.7,80.6,Distinction,Yes,Good (75-85%),Medium (8-16 hrs),Low Risk,8.06
STU1558,18,Male,Diploma,3.2,58.8,75.3,30.3,66.5,No,Yes,Yes,6.4,60.9,Pass,Yes,Critical (<65%),Low (<8 hrs),High Risk,6.09
STU1559,20,Male,Diploma,16.6,82.8,56.1,25.1,68.2,Yes,Yes,No,5.5,69.2,Merit,Yes,Good (75-85%),High (>16 hrs),Low Risk,6.92
STU1560,20,Female,High School,35.0,82.0,76.3,33.5,71.7,No,Yes,No,7.9,76.3,Merit,Yes,Good (75-85%),High (>16 hrs),Low Risk,7.63
STU1561,20,Male,High School,3.3,66.2,63.2,26.2,57.6,No,Yes,No,6.9,52.6,Pass,Yes,Moderate (65-75%),Low (<8 hrs),Moderate Risk,5.26
STU1562,18,Female,High School,28.2,68.4,87.9,40.4,73.5,No,Yes,Yes,6.4,82.7,Distinction,Yes,Moderate (65-75%),High (>16 hrs),Low Risk,8.27
STU1563,18,Male,Bachelor,12.5,41.1,60.3,26.8,53.9,No,Yes,No,7.1,53.6,Pass,Yes,Critical (<65%),Medium (8-16 hrs),High Risk,5.36
STU1564,18,Male,High School,10.2,91.2,43.5,21.8,90.1,No,Yes,Yes,5.3,53.2,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,5.32
STU1565,19,Male,Diploma,9.4,70.2,62.4,32.1,59.2,Yes,Yes,No,5.1,59.0,Pass,Yes,Moderate (65-75%),Medium (8-16 hrs),Moderate Risk,5.9
STU1566,19,Male,High School,15.2,83.0,60.3,22.7,78.1,Yes,Yes,No,7.1,66.6,Merit,Yes,Good (75-85%),Medium (8-16 hrs),Low Risk,6.66
STU1567,19,Female,Bachelor,10.2,74.2,46.2,21.0,76.0,No,Yes,Yes,7.5,50.8,Pass,Yes,Moderate (65-75%),Medium (8-16 hrs),Moderate Risk,5.08
STU1568,19,Male,Bachelor,6.7,81.7,73.2,32.8,70.3,No,Yes,Yes,8.5,65.5,Merit,Yes,Good (75-85%),Low (<8 hrs),Low Risk,6.55
STU1569,21,Male,Bachelor,9.6,88.9,84.9,38.9,85.2,No,Yes,Yes,8.0,69.0,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,6.9
STU1570,19,Male,Diploma,15.4,77.6,49.3,22.1,66.0,Yes,Yes,No,7.7,57.1,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,5.71
STU1571,19,Male,High School,18.0,83.0,78.6,31.9,71.7,No,Yes,Yes,8.4,73.5,Merit,Yes,Good (75-85%),High (>16 hrs),Low Risk,7.35
STU1572,20,Female,Bachelor,29.6,90.6,56.5,30.5,82.9,No,Yes,No,7.5,71.9,Merit,Yes,Excellent (>85%),High (>16 hrs),Low Risk,7.19
STU1573,19,Female,Bachelor,13.5,80.0,64.7,35.7,79.1,No,Yes,No,6.6,66.0,Merit,Yes,Good (75-85%),Medium (8-16 hrs),Low Risk,6.6
STU1574,20,Female,High School,23.6,67.7,63.2,30.4,60.3,No,No,Yes,8.0,63.4,Pass,Yes,Moderate (65-75%),High (>16 hrs),Moderate Risk,6.34
STU1575,21,Female,Diploma,11.6,61.1,64.7,31.2,56.5,Yes,No,Yes,8.0,58.6,Pass,Yes,Critical (<65%),Medium (8-16 hrs),Moderate Risk,5.86
STU1576,22,Male,High School,12.4,75.6,71.6,32.7,67.0,No,Yes,No,7.0,70.5,Merit,Yes,Good (75-85%),Medium (8-16 hrs),Low Risk,7.05
STU1577,18,Female,High School,12.1,60.9,50.7,26.2,57.4,Yes,Yes,No,5.7,58.4,Pass,Yes,Critical (<65%),Medium (8-16 hrs),Moderate Risk,5.84
STU1578,21,Male,Bachelor,14.3,85.6,83.1,28.8,74.5,Yes,Yes,Yes,5.0,70.9,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,7.09
STU1579,19,Male,Bachelor,19.6,40.0,72.0,32.4,45.9,No,Yes,Yes,7.9,66.0,Merit,Yes,Critical (<65%),High (>16 hrs),High Risk,6.6
STU1580,19,Female,High School,10.0,65.8,76.7,32.5,69.1,No,Yes,No,7.5,62.9,Pass,Yes,Moderate (65-75%),Medium (8-16 hrs),Moderate Risk,6.29
STU1581,19,Male,Diploma,7.7,82.6,54.1,24.9,76.6,No,No,No,7.7,49.7,At-Risk,No,Good (75-85%),Low (<8 hrs),High Risk,4.97
STU1582,23,Female,Master,20.4,79.9,49.4,26.1,81.4,No,No,Yes,8.0,63.3,Pass,Yes,Good (75-85%),High (>16 hrs),Moderate Risk,6.33
STU1583,19,Male,Bachelor,19.6,83.1,81.6,36.8,82.6,Yes,No,Yes,6.0,77.9,Merit,Yes,Good (75-85%),High (>16 hrs),Low Risk,7.79
STU1584,19,Female,Bachelor,25.4,51.1,48.8,20.7,48.3,Yes,Yes,Yes,4.9,55.6,Pass,Yes,Critical (<65%),High (>16 hrs),High Risk,5.56
STU1585,20,Female,Diploma,9.2,84.4,67.1,25.3,70.1,Yes,Yes,No,7.6,67.8,Merit,Yes,Good (75-85%),Medium (8-16 hrs),Low Risk,6.78
STU1586,18,Female,Bachelor,11.4,62.6,79.3,35.3,71.4,No,Yes,Yes,8.3,72.7,Merit,Yes,Critical (<65%),Medium (8-16 hrs),Low Risk,7.27
STU1587,18,Female,Diploma,20.7,84.3,63.2,30.8,70.6,No,Yes,No,7.4,65.9,Merit,Yes,Good (75-85%),High (>16 hrs),Low Risk,6.59
STU1588,18,Female,High School,10.0,71.1,81.4,33.7,62.7,Yes,Yes,Yes,5.4,65.0,Merit,Yes,Moderate (65-75%),Medium (8-16 hrs),Low Risk,6.5
STU1589,18,Male,Diploma,17.6,66.4,61.2,20.5,56.9,No,Yes,No,7.3,55.2,Pass,Yes,Moderate (65-75%),High (>16 hrs),Moderate Risk,5.52
STU1590,18,Male,Bachelor,11.6,78.0,47.1,29.2,77.2,Yes,Yes,No,5.8,62.2,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,6.22
STU1591,18,Male,Diploma,15.1,86.6,70.2,32.8,82.3,No,Yes,No,5.3,60.7,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,6.07
STU1592,20,Female,Bachelor,6.6,72.1,67.8,29.7,80.2,No,Yes,Yes,7.0,63.1,Pass,Yes,Moderate (65-75%),Low (<8 hrs),Moderate Risk,6.31
STU1593,18,Male,High School,13.4,55.2,98.0,49.0,66.4,Yes,Yes,No,7.2,83.3,Distinction,Yes,Critical (<65%),Medium (8-16 hrs),High Risk,8.33
STU1594,19,Female,Diploma,2.0,78.8,51.8,23.8,73.4,No,Yes,Yes,6.9,51.2,Pass,Yes,Good (75-85%),Low (<8 hrs),Moderate Risk,5.12
STU1595,21,Male,High School,22.7,75.0,61.5,32.3,69.9,No,Yes,Yes,7.5,63.3,Pass,Yes,Moderate (65-75%),High (>16 hrs),Moderate Risk,6.33
STU1596,19,Male,Diploma,18.8,75.1,54.8,29.0,68.5,No,Yes,Yes,6.1,61.1,Pass,Yes,Good (75-85%),High (>16 hrs),Moderate Risk,6.11
STU1597,20,Female,High School,7.5,99.0,63.0,23.9,82.3,No,Yes,No,7.1,64.9,Pass,Yes,Excellent (>85%),Low (<8 hrs),Moderate Risk,6.49
STU1598,18,Male,High School,28.5,82.8,62.4,29.7,70.7,Yes,Yes,No,6.5,68.9,Merit,Yes,Good (75-85%),High (>16 hrs),Low Risk,6.89
STU1599,18,Male,Diploma,22.0,84.6,52.8,29.8,71.9,No,Yes,No,6.7,71.7,Merit,Yes,Good (75-85%),High (>16 hrs),Low Risk,7.17
STU1600,18,Male,Diploma,6.8,40.0,71.6,28.7,45.0,No,Yes,No,7.3,49.1,At-Risk,No,Critical (<65%),Low (<8 hrs),High Risk,4.91
STU1601,18,Female,Bachelor,9.6,91.4,62.0,24.4,78.8,Yes,Yes,Yes,8.2,64.8,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,6.48
STU1602,19,Female,High School,7.0,68.1,83.8,34.8,63.8,Yes,Yes,No,7.3,73.1,Merit,Yes,Moderate (65-75%),Low (<8 hrs),Low Risk,7.31
STU1603,18,Male,Bachelor,15.3,86.2,55.9,28.3,89.6,No,No,No,7.7,63.5,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,6.35
STU1604,18,Male,Diploma,9.4,69.5,91.1,42.0,70.2,Yes,Yes,No,7.0,80.3,Distinction,Yes,Moderate (65-75%),Medium (8-16 hrs),Low Risk,8.03
STU1605,18,Male,Diploma,3.8,51.8,68.9,24.2,66.0,No,Yes,No,7.5,50.8,Pass,Yes,Critical (<65%),Low (<8 hrs),High Risk,5.08
STU1606,19,Female,Bachelor,12.4,73.0,82.8,38.5,68.5,No,Yes,No,8.1,71.1,Merit,Yes,Moderate (65-75%),Medium (8-16 hrs),Low Risk,7.11
STU1607,18,Female,Bachelor,20.0,66.3,66.6,29.1,65.6,No,Yes,No,9.1,57.2,Pass,Yes,Moderate (65-75%),High (>16 hrs),Moderate Risk,5.72
STU1608,19,Male,Diploma,13.6,71.4,54.1,24.0,66.5,No,Yes,No,8.3,55.0,Pass,Yes,Moderate (65-75%),Medium (8-16 hrs),Moderate Risk,5.5
STU1609,19,Male,Master,16.8,80.5,61.3,24.7,70.0,Yes,No,Yes,6.9,63.7,Pass,Yes,Good (75-85%),High (>16 hrs),Moderate Risk,6.37
STU1610,20,Male,Bachelor,14.2,91.6,45.6,21.7,77.0,Yes,Yes,No,8.3,59.4,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,5.94
STU1611,18,Female,Master,18.4,65.4,63.4,32.2,74.7,No,No,No,7.6,56.2,Pass,Yes,Moderate (65-75%),High (>16 hrs),Moderate Risk,5.62
